1.996	5.206e-4
2.202	3.328e-4
2.400	2.089e-4
2.547	1.407e-4
2.724	8.852e-5
2.940	5.095e-5
3.141	2.851e-5
3.284	1.888e-5
3.499	9.937e-6
3.750	4.459e-6
4.030	1.688e-6
4.198	9.505e-7
4.336	5.754e-7
4.589	2.201e-7
4.742	1.223e-7
4.878	7.367e-8
5.092	3.013e-8
5.264	1.533e-8
5.406	8.728e-9
5.540	4.701e-9
5.704	2.295e-9
5.816	1.462e-9
5.901	9.706e-10
5.990	6.605e-10
